expression,reading,meaning,tags,guid
風習,ふうしゅう,관습,JLPT_1 JLPT,IfkXX^HH}1
風俗,ふうぞく,"매너, 관습; 성산업",JLPT_1 JLPT,e3n120S&QB
ブーツ,ブーツ,부츠,JLPT_1 JLPT,Nihzy$?;~s
風土,ふうど,"자연의 특징, 기후",JLPT_1 JLPT,B(IXgyGNd~
ブーム,ブーム,팔,JLPT_1 JLPT,FMQ@X9![T+
フォーム,フォーム,거품; 형태,JLPT_1 JLPT,N.>_aoM)4S
部下,ぶか,부하,JLPT Intermediate_Japanese JLPT_1 Intermediate_Japanese_Ln.9 Genki_Ln.22 Genki,At:l-rSeL9
不可欠,ふかけつ,"필수불가결한, 필수적인",JLPT_1 JLPT,$D>BzY&Eq
ぶかぶか,ぶかぶか,"너무 크다, 헐렁하다",JLPT_1 JLPT,M4TQ1zs9*D
不吉,ふきつ,"불길한, 불길한, 불길한, 불길한 징조",JLPT_1 JLPT,GG4guCQ>St
不況,ふきょう,"경기침체, 불황, 슬럼프",JLPT_1 JLPT,NAxBuR@3>.
布巾,ふきん,접시 천,JLPT_1 JLPT,P<Zf%&wJ!m
複合,ふくごう,"복합적인, 복잡한",JLPT_1 JLPT,p=QT;iGf;n
福祉,ふくし,"복지, 웰빙",JLPT_1 JLPT,b03!@u1#5V
覆面,ふくめん,"가면, 베일, 변장",JLPT_1 JLPT,QXg#lB9xS_
膨れる,ふくれる,"(부풀어오르다) 부풀어오르다, 부풀어오르다, 부풀어오르다",JLPT_1 JLPT,"Ie:O+1U,1j"
不景気,ふけいき,"사업 불황, 어려운 시기, 우울증",JLPT_1 JLPT,"iNdMUnu]F,"
耽る,ふける,"몰입하다, 몰입하다, 몰입하다",JLPT_1 JLPT,v[B)O.T7PD
老ける,ふける,나이가 들다,JLPT_1 JLPT,QZ$)s`u+7V
富豪,ふごう,"부자, 백만장자",JLPT_1 JLPT,de)G:rS8ob
布告,ふこく,"칙령, 조례, 선포",JLPT_1 JLPT,m`EP77(8*G
ブザー,ブザー,부저,JLPT_1 JLPT,C0kjm{<IuS
負債,ふさい,"부채, 부채",JLPT_1 JLPT,qG<ySRudYV
不在,ふざい,결석,JLPT_1 JLPT,rCM+ktTr!?
ふさわしい,ふさわしい,적절한,JLPT_1 JLPT,j1c*Q9d`L}
不順,ふじゅん,"불규칙성, 계절에 맞지 않음",JLPT_1 JLPT,kwTZda>KFz
負傷,ふしょう,"부상, 상처",JLPT_1 JLPT,o+oZbWGZ`o
侮辱,ぶじょく,"모욕, 경멸, 경멸",JLPT_1 JLPT,g>J&PTIuaT
不審,ふしん,"의심스러운, 의혹, 불신앙",JLPT_1 JLPT,jmIlRt&BUg
不振,ふしん,"둔함, 침체, 침체",JLPT_1 JLPT,G]_~>elSdu
武装,ぶそう,"무기, 군비, 무장하다",JLPT_1 JLPT,JTlLA8kPQ$
札,ふだ,"토큰, 라벨; 티켓, 카드; 매력, 부적",JLPT_1 JLPT,P_/*Zy2*:b
負担,ふたん,부담; 짐,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,Gta/;X`Z+t
不調,ふちょう,"나쁜 상태, 혼란, 슬럼프",JLPT_1 JLPT,j!ymTpYo|(
復活,ふっかつ,"부흥(예: 뮤지컬), 복원",JLPT_1 JLPT,Hga}Pqjl1G
物議,ぶつぎ,공개 토론 (비판),JLPT_1 JLPT,E>jQlZ<@Gi
復旧,ふっきゅう,"회복, 회복, 회복",JLPT_1 JLPT,v+skQS.kck
復興,ふっこう,"부흥, 르네상스, 재건",JLPT_1 JLPT,DSf6z@!#o3
物資,ぶっし,"물품, 재료",JLPT_1 JLPT,wx*<XPsco8
仏像,ぶつぞう,불상(동상),JLPT_1 JLPT,oCnal+d5Dm
物体,ぶったい,물체,JLPT_1 JLPT,vQK(_s<&_e
沸騰,ふっとう,"끓는 것, 끓어오르는 것",JLPT_1 JLPT,K!6nK8uJ5*
不当,ふとう,"불공정, 부적절, 불공평",JLPT_1 JLPT,"AB;-J~^I,j"
不動産,ふどうさん,부동산,JLPT_1 JLPT,Mv%siEq0S4
無難,ぶなん,"안전, 보안",JLPT_1 JLPT,L:*{h+[3Gh
赴任,ふにん,(계속해서) 새로운 약속,JLPT_1 JLPT,oAb.`u!o*I
腐敗,ふはい,"부패, 타락",JLPT_1 JLPT,M`8*mP*qtg
不評,ふひょう,"나쁜 평판, 불명예, 인기 없음",JLPT_1 JLPT,uWKg6kq8N?
不服,ふふく,"불만, 불만, 반대",JLPT_1 JLPT,efQHJ:1O+%
普遍,ふへん,"보편성, 편재성, 편재성",JLPT_1 JLPT,DU4nCA/=D7
踏まえる,ふまえる,"~에 근거를 두고 있다, 유래를 갖고 있다",JLPT_1 JLPT,FbvWJQ2aYz
踏み込む,ふみこむ,"(다른 사람의 영역에 들어가다, 침입하다, 침입하다)",JLPT_1 JLPT,KsQ]!/u$%%
不明,ふめい,"알 수 없는, 모호한",JLPT_1 JLPT,c[|*N}]Ng.
部門,ぶもん,"학급, 그룹, 카테고리, 부서, 분야, 지점",JLPT_1 JLPT,fW<r$/Xexi
扶養,ふよう,"지원, 유지 보수",JLPT_1 JLPT,c&|r4tzL6g
ふらふら,ふらふら,"발이 불안정하다, 비틀거리다, 현기증이 난다",JLPT_1 JLPT,cGi)S~zu?F
ぶらぶら,ぶらぶら,"무겁게 매달리다, 이리저리 흔들리다, 한가롭게 거닐다",JLPT_1 JLPT,"cSlQ|q,LD<"
振り返る,ふりかえる,"머리를 돌리다, 돌아서다, 뒤를 돌아보다",JLPT_1 JLPT,i6Y*X-6gv)
振り出し,ふりだし,"시작, 시작점, 도면 또는 발행(초안)",JLPT_1 JLPT,"A2?E7UEb&,"
不良,ふりょう,"불량, 불량, 실패",JLPT_1 JLPT,APww5XImb>
浮力,ふりょく,부력,JLPT_1 JLPT,DkFrZlvY6D
武力,ぶりょく,"무력, 군사력, 검, 무력",JLPT_1 JLPT,l$;!dayR0#
ブル,ブル,황소,JLPT_1 JLPT,vCf7eeE})t
震わせる,ふるわせる,"흔들리다, 떨다",JLPT_1 JLPT,j:m!@?JEXR
無礼,ぶれい,"무례한, 무례한",JLPT_1 JLPT,hx5Ck[5*mQ
付録,ふろく,"부록, 보충자료",JLPT_1 JLPT,z3>_<:;2Kw
フロント,フロント,앞쪽,JLPT_1 JLPT,QB*(L<))Uf
憤慨,ふんがい,"분노, 분노",JLPT_1 JLPT,M|ckH|tS}_
文化財,ぶんかざい,"문화재, 문화재",JLPT_1 JLPT,GKrt{zi]?g
分業,ぶんぎょう,"분업, 전문화, 조립 라인 생산",JLPT_1 JLPT,BTtV3{+^[7
文語,ぶんご,"문자언어, 문학언어",JLPT_1 JLPT,O2yEclYZ/f
分散,ぶんさん,"분산, 분산, 분산(통계)",JLPT_1 JLPT,w2^IG)[nB&
分子,ぶんし,"분자, 분자",JLPT_1 JLPT,rK-5&@bZ0^
紛失,ふんしつ,뭔가를 잃고,JLPT_1 JLPT,j5|sBvq.}8
噴出,ふんしゅつ,"분출하다, 분출하다, 분출하다",JLPT_1 JLPT,D3z2#~XD*U
文書,ぶんしょ,"문서, 글쓰기",JLPT_1 JLPT,bo]+8nZw?m
紛争,ふんそう,"분쟁, 말썽, 다툼",JLPT_1 JLPT,OV3#PrQH78
ふんだん,ふんだん,"풍부한, 풍부한, 호화로운",JLPT_1 JLPT,MwIZm`m=c%
分担,ぶんたん,"할당, 공유",JLPT_1 JLPT,gy+k.s^o1O
奮闘,ふんとう,"힘든 투쟁, 분투",JLPT_1 JLPT,L`X>(7GS~^
分配,ぶんぱい,"나누기, 나누기",JLPT_1 JLPT,r[[VI2iWnz
分母,ぶんぼ,분모,JLPT_1 JLPT,BM+H~/z91A
粉末,ふんまつ,미세 분말,JLPT_1 JLPT,O?vF%vQ*a#
分離,ぶんり,"분리, 분리, 분리",JLPT_1 JLPT,u?^XP3ZSZ)
分裂,ぶんれつ,"분열, 분열, 헤어지다",JLPT_1 JLPT,FG95S7^tJT
ペア,ペア,"쌍, 배",JLPT_1 JLPT,k=Nb=9qw5N
兵器,へいき,"무기, 무기, 조례",JLPT_1 JLPT,wAUL<0|lY_
閉口,へいこう,입 다물다,JLPT_1 JLPT,g74gm$0hDG
閉鎖,へいさ,"폐쇄하다, 폐쇄하다, 폐쇄하다",JLPT_1 JLPT,m*Y:Rj#(nz
兵士,へいし,군인,JLPT_1 JLPT,B3%=Tm.br`
平常,へいじょう,"보통, 보통",JLPT_1 JLPT,i$h--6kH#|
平方,へいほう,"정사각형(예: 미터, 정사각형)",JLPT_1 JLPT,pZOmk8w#A@
並列,へいれつ,"배열, 평행, 나란히",JLPT_1 JLPT,QDMVtj-X)]
ベース,ベース,"베이스, 베이스",JLPT_1 JLPT,m~Et>&CToA
辟易,へきえき,"움츠러들다, ​​움츠러들다, ​​굴복하다, 겁을 먹다",JLPT_1 JLPT,wo~f0ok]vp
ぺこぺこ,ぺこぺこ,"새끼야, 많이 배고프다",JLPT_1 JLPT,F.Cz<ZL1y8
ベスト,ベスト,최상의; 조끼,JLPT_1 JLPT,kVQ_O=hpyu
ベストセラー,ベストセラー,베스트셀러,JLPT_1 JLPT,"k[DIJ,exg`"
隔たる,へだたる,멀어지다,JLPT_1 JLPT,b4BPS$[Q>/
縁,へり,가장자리,JLPT_1 JLPT,g}BbfTHa#|
へりくだる,へりくだる,자신을 비하하고 듣는 사람을 칭찬하는 것,JLPT_1 JLPT,fb3Sk}Zmt.
弁解,べんかい,"설명, 정당화, 변명",JLPT_1 JLPT,Eu*5BbIK^d
変革,へんかく,"변화, 개혁(the) 개혁",JLPT_1 JLPT,JH(PT>%qS{
返還,へんかん,"반환, 복원",JLPT_1 JLPT,F`|5A?wBp8
便宜,べんぎ,"편리함, 숙소",JLPT_1 JLPT,uw9O+5v>m#
偏見,へんけん,"편견, 좁은 시야",JLPT_1 JLPT,H5~Io~/)~0
弁護,べんご,"변호, 탄원, 변호",JLPT_1 JLPT,rHoP07l#m/
返済,へんさい,반환,JLPT_1 JLPT,G.5i-maV%u
弁償,べんしょう,"보상, 배상, 상환",JLPT_1 JLPT,H^-g_F:FjG
変遷,へんせん,"변화, 전이, 우여곡절",JLPT_1 JLPT,qt*X5m;y07
返答,へんとう,회신하다,JLPT_1 JLPT,A+kZ]*6U1q
変動,へんどう,"변화, 변동",JLPT_1 JLPT,"giBey3?e,4"
弁論,べんろん,"토론, 논쟁, 논쟁",JLPT_1 JLPT,A=n2+Ps#LJ
穂,ほ,"귀(식물의), 머리(식물의)",JLPT_1 JLPT,c0##(*ojkQ
保育,ほいく,"간호, 양육, 양육",JLPT_1 JLPT,i3iCkIhG8y
ボイコット,ボイコット,보이콧,JLPT_1 JLPT,mR[e%~Ga7o
ポイント,ポイント,가리키다,JLPT_1 JLPT,J#f7z)[.2}
法案,ほうあん,법안(법률),JLPT_1 JLPT,G67]H`pE*(
防衛,ぼうえい,"방어, 보호, 자기 방어",JLPT_1 JLPT,D~[_4zhU{o
防火,ぼうか,"화재 예방, 소방, 방화",JLPT_1 JLPT,nk53s<H-ud
崩壊,ほうかい,"붕괴, 부패(물리), 부서지다",JLPT_1 JLPT,"jGI8,H>%=u"
妨害,ぼうがい,"교란, 방해, 간섭",JLPT_1 JLPT,k0?pSKRG!b
法学,ほうがく,"법학, 법학",JLPT_1 JLPT,Mp|Wasr2Aa
封建,ほうけん,봉건주의적인,JLPT_1 JLPT,I3}@<tlawU
豊作,ほうさく,"풍성한 수확, 풍작",JLPT_1 JLPT,DcQa/!NBRf
方策,ほうさく,"계획, 정책",JLPT_1 JLPT,jAYb5%jhb
奉仕,ほうし,"출석, 봉사",JLPT_1 JLPT,jl!5Ew9{A&
方式,ほうしき,"형태, 방법, 시스템",JLPT_1 JLPT,JK5hiz`$ai
放射,ほうしゃ,"방사선, 방출",JLPT_1 JLPT,s&NZ<R!wMX
放射能,ほうしゃのう,방사능,JLPT_1 JLPT,gGVwqx%~R]
報酬,ほうしゅう,"보상, 보수, 보상",JLPT_1 JLPT,f3~#Hf{b;R
放出,ほうしゅつ,"방출하다, 방출하다",JLPT_1 JLPT,sh*BL^`)[I
報じる,ほうじる,"알리다, 보고하다",JLPT_1 JLPT,JFEJ]`)bZ8
報ずる,ほうずる,"알리다, 보고하다",JLPT_1 JLPT,"KRvk3^-|,F"
紡績,ぼうせき,제사,JLPT_1 JLPT,c(WbBZ;AX4
呆然,ぼうぜん,"어이가 없는, 놀라움에 압도된",JLPT_1 JLPT,"D,29%Cq6kO"
放置,ほうち,"그대로 두다, 방치하다, 방치하다",JLPT_1 JLPT,v(CYy#&;?A
膨張,ぼうちょう,"팽창, 팽창, 증가",JLPT_1 JLPT,yrEhMT2lD[
法廷,ほうてい,법정,JLPT_1 JLPT,DT=sfW*:r&
報道,ほうどう,"취재, 보고",JLPT_1 JLPT,c6C5#ID_tl
冒頭,ぼうとう,"시작, 시작, 시작",JLPT_1 JLPT,j#7sz+T+0t
暴動,ぼうどう,"반란, 폭동, 봉기",JLPT_1 JLPT,z>Vj=5Gt8G
褒美,ほうび,"보상, 상",JLPT_1 JLPT,p$ZOw#.2V@
暴風,ぼうふう,"폭풍, 폭풍, 강풍",JLPT_1 JLPT,G7m5?HCHEG
葬る,ほうむる,"매장하다, 매장하다",JLPT_1 JLPT,o:m}t1oj2f
放り込む,ほうりこむ,에 던져,JLPT_1 JLPT,eWW}rHT.ef
放り出す,ほうりだす,"버리다, 포기하다, 포기하다",JLPT_1 JLPT,x@6@j{vH4g
暴力,ぼうりょく,폭행,JLPT_1 JLPT,"bBwqHP,dIr"
飽和,ほうわ,포화,JLPT_1 JLPT,e-F){8|6>q
ホース,ホース,호스,JLPT_1 JLPT,mR5}X@MWM{
ポーズ,ポーズ,정지시키다,JLPT_1 JLPT,o2eqJ-PY$U
ホール,ホール,홀; 구멍,JLPT_1 JLPT,g=V#H+1mJd
保温,ほおん,"보온, 보온, 단열",JLPT_1 JLPT,caxU`1c?H}
捕獲,ほかく,"체포, 압수",JLPT_1 JLPT,b>64#LmJ&_
保管,ほかん,"보관, 보관, 보관",JLPT_1 JLPT,dQ*M>yKiW}
補給,ほきゅう,"공급하다, 공급하다, 보충하다",JLPT_1 JLPT,Dc(.H5{&b@
補強,ほきょう,보강,JLPT_1 JLPT,J3$|<dn.re
募金,ぼきん,"모금, 자금 모으기",JLPT_1 JLPT,h)Vl=R>l^q
牧師,ぼくし,"목사, 목사, 성직자",JLPT_1 JLPT,pz`YHSooKr
捕鯨,ほげい,구타,JLPT_1 JLPT,x$O*osSX;x
惚ける,ぼける,"노쇠해지다, 퇴색하다",JLPT_1 JLPT,q*FJd;okG=
保険,ほけん,"보험, 보증",JLPT_1 JLPT,Bet5?24idk
母校,ぼこう,모교,JLPT_1 JLPT,qX^1y@?`G[
母国,ぼこく,자신의 고국,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,bSW6]:G@H?
誇る,ほこる,"자랑하다, 자랑스러워하다",JLPT_1 JLPT,M-#?~#CKEe
綻びる,ほころびる,"솔기가 찢어지다, 활짝 웃다",JLPT_1 JLPT,IzpFoG;o+q
干し～,ほし～,건조 ~,JLPT_1 JLPT,is?TC|:$uN
ポジション,ポジション,위치,JLPT_1 JLPT,PnsJ9Y`/xy
干し物,ほしもの,건조세탁(옷,JLPT_1 JLPT,fiEpVY&=zT
保守,ほしゅ,"보수적인, 유지하는",JLPT_1 JLPT,HeA:gQu%kE
補充,ほじゅう,"보충하다, 보충하다, 보충하다",JLPT_1 JLPT,ovQ+M7ILU)
補助,ほじょ,"지원, 지원, 보조",JLPT_1 JLPT,m?5D3_JP+}
舗装,ほそう,"포장 도로, 노면",JLPT_1 JLPT,glr.;x9$x0
補足,ほそく,"보충하다, 보완하다",JLPT_1 JLPT,inE4~;vRlL
墓地,ぼち,"묘지, 묘지",JLPT_1 JLPT,nNMpx>zT&}
発作,ほっさ,"맞다, 공격하다",JLPT_1 JLPT,J-l0g]=x_p
没収,ぼっしゅう,몰수,JLPT_1 JLPT,FTZs|u+c%T
発足,ほっそく,"시작, 취임식",JLPT_1 JLPT,zOAVt?|e(1
ポット,ポット,냄비,JLPT_1 JLPT,eLxlfyvQa!
ほっぺた,ほっぺた,볼,JLPT_1 JLPT,Jt@~gSztWD
ぼつぼつ,ぼつぼつ,점점 여기저기 얼룩이,JLPT_1 JLPT,jz~OVH6f~Q
没落,ぼつらく,"파멸, 넘어지다, 무너지다",JLPT_1 JLPT,qo9QqJE?e^
解ける,ほどける,"풀리다, 헤어지다",JLPT_1 JLPT,DA{v}3+Lp$
施す,ほどこす,"주다, 지휘하다, 수행하다",JLPT_1 JLPT,gYMa.e[yq>
ほとり,ほとり,호수 부근; 강,JLPT_1 JLPT,h5B>a}=Y4~
ぼやく,ぼやく,"투덜거리다, 불평하다",JLPT_1 JLPT,DOH?PxBsC~
ぼやける,ぼやける,"희미해지다, 흐릿해지다",JLPT_1 JLPT,"rB,1PHpB=G"
保養,ほよう,"건강 유지, 회복, 휴양",JLPT_1 JLPT,Q#{ir6[3o?
捕虜,ほりょ,전쟁 포로,JLPT_1 JLPT,qxd6jwjQC6
ボルト,ボルト,볼트; 볼트,JLPT_1 JLPT,FZLDQ~YD+C
滅びる,ほろびる,"망하다, 멸망하다, 멸망하다",JLPT_1 JLPT,"O_YU5EzmO,"
滅ぼす,ほろぼす,"파멸시키다, 전복시키다, 파멸시키다",JLPT_1 JLPT,eOA1)SbQq#
本格,ほんかく,"타당성, 본격적인",JLPT_1 JLPT,DzD$oDSZg.
本館,ほんかん,본관,JLPT_1 JLPT,rO)PGxv/$V
本気,ほんき,"진지함, 진실, 신성함",JLPT_1 JLPT,m?pL_oxeK4
本国,ほんごく,자기 나라,JLPT_1 JLPT,HviGkp(Y>O
本質,ほんしつ,"본질, 진정한 본성, 현실",JLPT_1 JLPT,HQcPpLF4DH
本体,ほんたい,"물질, 몸, 트렁크",JLPT_1 JLPT,"f]jl3TlH~,"
本音,ほんね,"(그의) 진짜 의도, 동기",JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,Li:D?QHH;~
本能,ほんのう,본능,JLPT_1 JLPT,LYsP`F`>Yc
本場,ほんば,"집, 가장 좋은 장소, 정품",JLPT_1 JLPT,L1wT%E>`J`
ポンプ,ポンプ,펌프,JLPT_1 JLPT,iq>r8*xxvq
本文,ほんぶん,"본문(문서), 본문(편지)",JLPT_1 JLPT,OPcHo]s_IF
本名,ほんみょう,실명,JLPT_1 JLPT,tgSVI-BSzp
マーク,マーク,표시,JLPT_1 JLPT,xSmh(Hx|6s
マイ～,マイ～,"내 ~, 자기 자신의 ~",JLPT_1 JLPT,M3C.y[*%DG
マイクロフォン,マイクロフォン,마이크로폰,JLPT_1 JLPT,"O(^,e1PC5c"
埋蔵,まいぞう,"매장된 재산, 보물창고",JLPT_1 JLPT,x=IBNay?qY
舞う,まう,"춤추다, 펄럭이다, 회전하다",JLPT_1 JLPT,E~)$*yPg`;
真上,まうえ,"바로 위, 바로 머리 위",JLPT_1 JLPT,d)IsOG^B=)
前売,まえうり,"예매,예약",JLPT_1 JLPT,bq0PjYAHh(
前置き,まえおき,"머리말, 소개",JLPT_1 JLPT,w66ywP/&&4
任す,まかす,"사람에게 맡기다, 맡기다",JLPT_1 JLPT,p:ILhp([Gw
負かす,まかす,패배하다,JLPT_1 JLPT,qi|Hx;t;6u
賄う,まかなう,"식사를 제공하다, 식사를 제공하다, 지불하다",JLPT_1 JLPT,z7=~3@j0#5
紛らわしい,まぎらわしい,"혼란스러운, 오해의 소지가 있는, 모호한",JLPT_1 JLPT,"h,2f1PppwU"
紛れる,まぎれる,"방향을 바꾸다, 빠져들다",JLPT_1 JLPT,d#WX3KXSxZ
真心,まごころ,"성실, 헌신",JLPT_1 JLPT,D6e()w&]x>
まごつく,まごつく,"당황하다, 당황하다",JLPT_1 JLPT,f/~oJkW$x!
誠,まこと,"진실, 믿음, 충실함",JLPT_1 JLPT,t$vv<u=?i:
誠に,まことに,"정말, 정말 (매우 정중하게), 절대적으로",JLPT_1 JLPT Genki_Ln.20 Genki,P/8R*Tv!+F
まさしく,まさしく,"확실히, 의심의 여지 없이, 분명히",JLPT_1 JLPT,zuz5Xe$DuA
勝る,まさる,"뛰어나다, 능가하다, 경쟁 상대보다 앞서다",JLPT_1 JLPT,t<|1#xSX&T
～増し,～まし,~ 증가,JLPT_1 JLPT,z5+QCF_t-U
交える,まじえる,"섞다, 대화하다, 교차시키다 (칼)",JLPT_1 JLPT,B~3MEZXI+!
真下,ました,"바로 아래, 바로 아래",JLPT_1 JLPT,Iz;A7a]fD~
まして,まして,"더욱, 더욱 적게 (부정 동사 포함), 말할 것도 없이",JLPT_1 JLPT,PY/0T[blt;
交わる,まじわる,"교차하다, 교차하다, 섞이다,",JLPT_1 JLPT,mS|?u$Z<><
麻酔,ますい,마취,JLPT_1 JLPT,"mw>M%F[]D,"
またがる (うまを～),またがる (うまを～),걸터앉다,JLPT_1 JLPT,uN3HnTL61M
待ち合わせ,まちあわせ,약속,JLPT_1 JLPT,IyY!Ll1/sj
待ち遠しい,まちどおしい,기대하고 있다,JLPT_1 JLPT,w+0{4=a9>3
待ち望む,まちのぞむ,"애타게 기다리다, 애타게 기다리다",JLPT_1 JLPT,CwJO9mIIMV
まちまち,まちまち,"다양하다, 다르다",JLPT_1 JLPT,Ddw`;bcVVc
末期,まっき,"임종, 사망 시간",JLPT_1 JLPT,GQt+3/1&iv
真っ二つ,まっぷたつ,두 개의 동일한 부분으로,JLPT_1 JLPT,rhE|8rVnO$
まと,まと,"표시, 목표",JLPT_1 JLPT,Q*)wm/p9we
纏まり,まとまり,"결론, 합의, 일관성",JLPT_1 JLPT,"z55#c:D.,?"
纏め,まとめ,"해결, 결론",JLPT_1 JLPT,oa&iF{vs})
免れる,まぬがれる,"~로부터 벗어나다, 면제되다",JLPT_1 JLPT,s%K15EwNfz
招き,まねき,초대,JLPT_1 JLPT,yU~T`=>LDi
瞬き,まばたき,"윙크하다, 반짝반짝 (별의), 깜박임 (빛의)",JLPT_1 JLPT,P9XKDg!![C
麻痺,まひ,"마비, 마비, 마비",JLPT_1 JLPT,"E,_FTp$2/<"
～まみれ,～まみれ,"(에 의해, 안으로) ~으로 덮여있다",JLPT_1 JLPT,"sqX,LlH3-A"
眉,まゆ,눈썹,JLPT_1 JLPT,s]w/H=It~C
鞠,まり,공,JLPT_1 JLPT,L0Js7PDQey
丸ごと,まるごと,"전체적으로, 전체적으로, 전적으로",JLPT_1 JLPT,oAOL{@?a=y
まるっきり,まるっきり,"완전히, 완벽하게, 마치 마치",JLPT_1 JLPT,roz]qfa`JS
丸々,まるまる,완전히,JLPT_1 JLPT,eV$3aB(/)x
丸める,まるめる,"둥글게 만들다, 둥글게 만들다, 말아 올리다",JLPT_1 JLPT,Nd=%r[H=>c
満月,まんげつ,만월,JLPT_1 JLPT,dZR3ROGpT$
満場,まんじょう,"만장일치, 전체 청중",JLPT_1 JLPT,ffiOG%*5K_
真ん前,まんまえ,"코 바로 앞, 코 아래",JLPT_1 JLPT,B[GBnZiI4Z
真ん丸い,まんまるい,완벽하게 원형,JLPT_1 JLPT,F)+$.BY>]K
真ん円い,まんまるい,완벽하게 둥글다,JLPT_1 JLPT,l73GW43&1I
～味,～み,~캐스트(미각),JLPT_1 JLPT,JZMc!Ve6^U
見合い,みあい,정식 결혼 인터뷰,JLPT_1 JLPT,dP:cnU(>Lf
見合わせる,みあわせる,시선을 교환하다; 연기하다,JLPT_1 JLPT,o0gE$9N?58
見落とす,みおとす,"간과하다, 눈치채지 못하다",JLPT_1 JLPT,pxrQq~WN~>
未開,みかい,"미개한 땅, 낙후된 지역, 미개한 땅",JLPT_1 JLPT,A5z6h|*?{|
味覚,みかく,"미각, 미각, 미각",JLPT_1 JLPT,lw?sswB?B?
幹,みき,(나무) 줄기,JLPT_1 JLPT,l4N|@LrpFp
見苦しい,みぐるしい,"보기 흉한, 추악한",JLPT_1 JLPT,"zoS)q7/,pA"
見込み,みこみ,"전망, 기대, 희망",JLPT_1 JLPT,AJ2+ju9lav
未婚,みこん,미혼,JLPT_1 JLPT,y~*KiMDApr
未熟,みじゅく,"경험이 없는, 미숙한, 미성숙한",JLPT_1 JLPT,Mm``I-uL4c
微塵,みじん,"입자, 원자",JLPT_1 JLPT,xr|L`N8dB@
水気,みずけ,"습기, 습기",JLPT_1 JLPT,"AAG,tXSTs&"
ミスプリント,ミスプリント,오식,JLPT_1 JLPT,MN~t-y(9f/
みすぼらしい,みすぼらしい,"초라한, 초라한",JLPT_1 JLPT,zZ?|#(.Ue2
ミセス,ミセス,부인,JLPT_1 JLPT,FN(%bDaCYE
見せびらかす,みせびらかす,"뽐내다, 과시하다",JLPT_1 JLPT,vp0up+%&~4
見せ物,みせもの,"쇼, 전시회",JLPT_1 JLPT,Cc24XA|;u.
溝,みぞ,"도랑, 하수구, 홈통, 틈새",JLPT_1 JLPT,"k,R(3N{_j9"
満たす,みたす,"만족시키다, 만족시키다, 채우다, 성취하다",JLPT_1 JLPT,B44j~=|$C}
乱す,みだす,"혼란시키다, 어지럽히다, 어지럽히다",JLPT_1 JLPT,C%T3isV/48
乱れる,みだれる,"당황하다, 어지러워지다, 어지러워지다",JLPT_1 JLPT,KLJg{.X@t^
未知,みち,아직 알려지지 않음,JLPT_1 JLPT,LJ513rxoTO
身近,みぢか,"자신에게 가까운, 가까운, 친숙한",JLPT_1 JLPT,bkRa/9L=lh
導く,みちびく,"안내하다, 보여주다",JLPT_1 JLPT,"A,UwJ4E[I_"
密集,みっしゅう,"군중, 밀집된 형성, 밀집된",JLPT_1 JLPT,iiclZ|l}Fq
密接,みっせつ,"연결된, 가까운, 친밀한",JLPT_1 JLPT,o{R4~BmT^x
密度,みつど,밀도,JLPT_1 JLPT,t`MF+}P~d:
見積もり,みつもり,"견적, 견적",JLPT_1 JLPT,KD?@iY>SQH
未定,みてい,"아직 수정되지 않은, 결정되지 않은, 보류 중인",JLPT_1 JLPT,Q}7[YRL|?=
見通し,みとおし,"원근감, 탁 트인 시야, 전망",JLPT_1 JLPT,hHCL?CdIG]
見なす,みなす,"~로 간주하다, ~로 간주하다",JLPT_1 JLPT,E8w4wKW7Y]
源,みなもと,"출처, 유래",JLPT_1 JLPT,zO=gu0Zqs*
見習う,みならう,다른 사람의 모범을 따르다,JLPT_1 JLPT,p&yDgKca2!
身なり,みなり,개인적인 외모,JLPT_1 JLPT,s|<m`9tUtv
峰,みね,"봉우리, 능선",JLPT_1 JLPT,wx-mVJq6fi
身の上,みのうえ,"자신의 미래, 복지, 개인 이력",JLPT_1 JLPT,j-p$+}.^ac
見逃す,みのがす,"놓치다, 간과하다, 크게 떠나다",JLPT_1 JLPT,IsG@e1nb*B
身の回り,みのまわり,"개인의 외모, 개인 소지품",JLPT_1 JLPT,"[(&,B0kXN"
見計らう,みはからう,자기 마음대로 선택하다,JLPT_1 JLPT,"z8AN&Zq,!-"
見晴らし,みはらし,보다,JLPT_1 JLPT,h3a00LHX8h
身振り,みぶり,몸짓,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,Lm.Fj=%/7a
脈,みゃく,맥박,JLPT_1 JLPT,C|`|>zxQM+
ミュージック,ミュージック,음악,JLPT_1 JLPT,t9mG6QGvsw
未練,みれん,"미련, 애착, 후회",JLPT_1 JLPT,B=cwZ~017_
見渡す,みわたす,"(장면을) 살펴보다, 자세히 살펴보다, 광범위하게 살펴보다",JLPT_1 JLPT,x&]mO6(]ee
民宿,みんしゅく,관광객에게 숙박과 식사를 제공하는 개인 주택,JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,yy/1y<3;Yk
